Instance,No_In_Sequence,Class,Joint_1_x,Joint_1_y,Joint_1_z,Joint_2_x,Joint_2_y,Joint_2_z,Joint_3_x,Joint_3_y,Joint_3_z,Joint_4_x,Joint_4_y,Joint_4_z,Joint_5_x,Joint_5_y,Joint_5_z,Joint_6_x,Joint_6_y,Joint_6_z,Joint_7_x,Joint_7_y,Joint_7_z,Joint_8_x,Joint_8_y,Joint_8_z,Joint_9_x,Joint_9_y,Joint_9_z,Joint_10_x,Joint_10_y,Joint_10_z,Joint_11_x,Joint_11_y,Joint_11_z,Joint_12_x,Joint_12_y,Joint_12_z,Joint_13_x,Joint_13_y,Joint_13_z,Joint_14_x,Joint_14_y,Joint_14_z,Joint_15_x,Joint_15_y,Joint_15_z,Joint_16_x,Joint_16_y,Joint_16_z,Joint_17_x,Joint_17_y,Joint_17_z
32,30,0,53,62,201.0,0,1,4.0,3,16,7.0,3,2,1.0,3,15,7.0,10,2,10.0,15,27,7.0,35,14,10.0,39,33,9.0,58,20,13.0,61,29,9.0,54,3,15.0,57,22,13.0,90,1,57.0,89,14,17.0,123,2,75.0,121,22,17.0
32,31,0,51,58,208.0,1,1,5.0,1,14,8.0,0,2,4.0,0,14,7.0,12,4,18.0,17,26,19.0,36,16,19.0,42,34,11.0,55,22,21.0,63,33,9.0,58,4,19.0,61,21,19.0,93,2,62.0,95,11,58.0,129,2,92.0,126,7,73.0
32,32,0,56,49,211.0,0,5,9.0,2,20,8.0,3,8,7.0,3,20,6.0,9,2,20.0,14,32,15.0,31,9,24.0,38,38,17.0,47,15,23.0,60,37,13.0,54,8,25.0,57,26,18.0,88,9,64.0,90,18,61.0,120,11,97.0,120,16,81.0
32,33,0,57,51,204.0,3,1,2.0,0,16,0.0,2,3,2.0,0,15,2.0,10,2,8.0,16,26,3.0,31,13,14.0,41,31,4.0,49,18,14.0,62,28,4.0,54,2,9.0,57,20,6.0,87,1,9.0,89,14,59.0,117,3,9.0,118,13,59.0
32,34,0,55,52,204.0,1,1,2.0,2,13,6.0,0,1,3.0,2,13,6.0,12,5,7.0,19,22,4.0,36,16,12.0,44,24,3.0,55,22,17.0,62,20,4.0,56,1,9.0,58,14,6.0,87,11,58.0,89,5,6.0,111,15,58.0,114,0,6.0
32,35,0,57,49,206.0,1,0,1.0,57,33,2.0,1,3,2.0,2,14,2.0,10,4,10.0,18,21,3.0,32,13,16.0,42,22,3.0,48,15,13.0,52,16,5.0,52,5,11.0,55,12,5.0,83,15,45.0,86,0,64.0,109,23,45.0,113,4,64.0
32,36,0,59,45,205.0,1,0,1.0,0,12,6.0,1,2,2.0,0,11,6.0,9,3,9.0,16,20,0.0,31,8,11.0,40,19,1.0,47,11,10.0,47,12,2.0,50,3,5.0,52,13,1.0,81,10,51.0,85,4,1.0,107,20,51.0,109,3,1.0
32,37,0,61,36,190.0,3,1,3.0,0,16,26.0,2,3,9.0,1,14,27.0,10,3,3.0,17,24,18.0,31,8,1.0,40,23,17.0,0,43,1.0,47,17,17.0,52,4,10.0,53,18,14.0,81,5,40.0,82,12,46.0,105,13,40.0,107,9,46.0
32,38,0,55,41,200.0,1,1,2.0,0,1,2.0,4,9,13.0,4,1,1.0,17,5,10.0,20,12,13.0,43,13,8.0,42,14,9.0,52,13,7.0,55,11,6.0,54,4,4.0,56,7,4.0,80,9,28.0,82,2,35.0,99,14,51.0,103,8,55.0
32,39,0,64,41,206.0,0,1,2.0,0,2,5.0,1,0,1.0,1,3,8.0,12,7,6.0,12,5,5.0,34,11,4.0,34,11,4.0,52,8,0.0,51,8,0.0,47,2,1.0,43,5,5.0,65,8,12.0,62,11,15.0,87,14,60.0,87,16,60.0
32,41,0,80,4,198.0,15,6,182.0,4,30,5.0,4,29,6.0,1,11,0.0,2,33,1.0,2,33,1.0,18,37,12.0,18,35,11.0,35,34,10.0,35,34,10.0,35,23,12.0,33,14,11.0,31,26,6.0,33,11,9.0,51,23,31.0,50,24,25.0
32,57,0,159,280,150.0,4,2,4.0,0,3,2.0,7,0,5.0,12,12,12.0,12,20,6.0,16,23,9.0,1,1,0.0,14,15,14.0,12,15,11.0,12,12,12.0,7,22,4.0,11,21,29.0,14,60,40.0,14,60,40.0,42,55,19.0,48,54,29.0
33,3,0,73,45,225.0,15,9,31.0,2,9,21.0,13,8,28.0,4,10,26.0,4,30,31.0,8,12,32.0,24,5,12.0,26,7,13.0,40,6,9.0,40,4,10.0,38,45,31.0,42,24,36.0,48,19,40.0,57,27,60.0,101,57,40.0,50,22,44.0
33,4,0,62,41,203.0,2,3,3.0,3,2,5.0,2,5,7.0,4,8,15.0,13,4,3.0,11,15,11.0,34,9,5.0,33,21,21.0,50,2,1.0,50,9,10.0,55,1,1.0,54,14,15.0,82,1,57.0,81,17,45.0,108,6,106.0,100,21,67.0
33,5,0,59,63,201.0,2,3,1.0,3,3,0.0,0,5,4.0,5,8,3.0,16,6,6.0,9,20,3.0,35,11,5.0,28,28,6.0,52,13,3.0,44,26,3.0,55,4,1.0,51,21,2.0,81,8,1.0,80,20,51.0,102,13,1.0,100,22,51.0
33,6,0,53,71,194.0,2,3,1.0,3,3,0.0,1,5,3.0,4,10,5.0,17,7,2.0,13,21,1.0,40,11,4.0,37,30,6.0,58,12,2.0,58,25,6.0,61,1,1.0,59,17,4.0,95,1,38.0,93,19,52.0,128,10,77.0,124,26,96.0
33,7,0,51,75,191.0,2,2,1.0,4,3,0.0,2,4,4.0,5,11,7.0,17,5,2.0,13,22,0.0,40,9,2.0,37,30,6.0,59,12,2.0,54,21,6.0,62,1,1.0,60,19,6.0,96,2,4.0,95,21,47.0,130,2,1.0,127,23,89.0
33,8,0,50,80,187.0,2,2,1.0,3,3,0.0,1,4,1.0,4,10,3.0,18,5,6.0,12,22,0.0,41,10,5.0,38,31,4.0,64,11,9.0,53,21,5.0,63,1,1.0,59,20,5.0,100,2,5.0,97,22,43.0,133,2,22.0,134,23,80.0
33,9,0,49,87,187.0,2,3,3.0,3,2,0.0,1,5,6.0,4,10,2.0,20,6,4.0,13,23,1.0,43,10,6.0,39,33,3.0,59,9,4.0,58,28,6.0,66,2,2.0,63,22,5.0,101,6,3.0,101,24,45.0,135,8,9.0,134,27,69.0
33,10,0,46,95,185.0,1,3,3.0,3,3,0.0,1,5,5.0,4,11,2.0,23,5,5.0,14,25,1.0,49,10,6.0,39,37,1.0,69,13,7.0,64,38,3.0,67,4,2.0,63,24,3.0,104,9,2.0,100,28,38.0,137,15,4.0,134,35,72.0
33,11,0,44,100,184.0,1,4,2.0,4,2,0.0,1,6,5.0,4,10,1.0,23,6,3.0,14,25,2.0,46,12,4.0,39,39,3.0,64,16,6.0,65,43,3.0,67,5,0.0,65,24,0.0,104,9,1.0,100,22,16.0,141,12,111.0,135,28,3.0
33,12,0,43,105,181.0,2,4,3.0,4,2,1.0,0,6,3.0,5,11,4.0,23,6,7.0,14,26,1.0,46,13,6.0,40,40,2.0,62,17,6.0,67,44,0.0,70,4,2.0,66,25,2.0,108,6,10.0,105,21,3.0,146,7,117.0,144,22,95.0
33,13,0,42,109,180.0,2,4,2.0,4,2,0.0,0,6,5.0,5,11,2.0,23,6,2.0,14,26,3.0,47,12,4.0,42,40,0.0,67,17,6.0,70,41,0.0,72,5,3.0,68,24,2.0,111,10,4.0,111,22,3.0,150,9,113.0,146,21,112.0
33,14,0,38,112,176.0,3,3,3.0,4,3,1.0,0,7,9.0,4,12,6.0,23,6,5.0,16,26,6.0,51,12,5.0,46,37,13.0,75,15,8.0,73,35,15.0,73,1,4.0,71,22,12.0,114,5,4.0,115,22,8.0,154,13,110.0,151,25,100.0
33,15,0,35,117,163.0,3,3,20.0,5,4,0.0,2,6,28.0,6,13,2.0,23,5,15.0,16,26,3.0,51,11,18.0,45,35,9.0,77,14,21.0,70,30,12.0,76,1,7.0,73,21,7.0,116,3,11.0,121,24,2.0,156,17,96.0,157,27,96.0
33,16,0,32,125,161.0,3,2,7.0,5,4,4.0,2,9,37.0,6,15,2.0,24,3,16.0,15,28,6.0,52,8,19.0,45,38,15.0,79,11,24.0,65,27,22.0,79,2,2.0,77,26,15.0,122,0,0.0,124,29,3.0,160,6,13.0,161,31,90.0
33,17,0,31,134,160.0,3,3,20.0,5,4,5.0,1,7,31.0,6,14,1.0,25,3,5.0,15,27,10.0,55,8,20.0,45,39,16.0,83,11,22.0,66,28,25.0,81,4,2.0,77,29,27.0,127,4,5.0,128,36,4.0,169,5,8.0,165,41,92.0
33,18,0,30,146,150.0,3,3,4.0,5,3,1.0,0,4,0.0,7,15,6.0,25,2,14.0,15,31,6.0,55,7,26.0,46,43,9.0,84,10,14.0,72,39,19.0,80,5,4.0,76,29,15.0,126,8,5.0,124,39,4.0,170,15,6.0,163,52,82.0
33,19,0,27,157,150.0,3,3,4.0,6,3,4.0,1,5,18.0,8,15,3.0,27,0,7.0,14,33,9.0,56,7,12.0,46,50,13.0,81,14,31.0,76,51,18.0,80,10,0.0,76,31,13.0,129,15,4.0,123,30,15.0,173,26,6.0,161,49,7.0
33,20,0,23,166,146.0,2,3,4.0,5,3,4.0,1,5,20.0,7,15,9.0,28,0,8.0,15,34,9.0,58,7,7.0,47,54,14.0,79,16,12.0,80,57,18.0,83,12,2.0,78,32,14.0,132,20,10.0,127,26,19.0,184,32,84.0,183,35,85.0
33,21,0,21,175,136.0,3,3,14.0,5,3,4.0,1,6,59.0,8,15,6.0,28,1,13.0,15,35,8.0,56,6,12.0,50,54,10.0,79,16,24.0,83,57,8.0,86,14,3.0,82,34,12.0,134,25,12.0,134,29,13.0,178,43,4.0,185,25,13.0
33,22,0,18,183,127.0,4,4,27.0,6,3,4.0,1,10,75.0,9,16,5.0,28,1,5.0,16,36,10.0,60,5,18.0,54,51,8.0,88,12,10.0,88,49,9.0,90,11,2.0,87,33,5.0,143,19,19.0,142,30,6.0,187,50,66.0,198,28,18.0
33,23,0,11,191,135.0,4,3,7.0,6,4,17.0,2,1,1.0,8,18,17.0,28,4,4.0,17,36,18.0,65,2,3.0,58,45,26.0,96,6,3.0,90,34,26.0,99,7,12.0,95,30,23.0,148,7,1.0,150,34,19.0,180,43,9.0,204,36,25.0
33,24,0,6,203,116.0,4,2,9.0,6,4,5.0,2,1,3.0,5,20,2.0,29,9,4.0,17,38,6.0,65,7,3.0,58,42,16.0,99,3,44.0,84,21,10.0,97,8,2.0,95,35,14.0,150,1,2.0,155,42,9.0,200,31,9.0,209,47,2.0
33,25,0,5,213,109.0,5,3,37.0,5,4,1.0,5,4,1.0,4,22,0.0,27,11,4.0,16,40,11.0,66,9,1.0,57,43,13.0,105,2,6.0,82,16,21.0,101,10,7.0,95,37,7.0,154,6,2.0,155,46,2.0,215,10,4.0,214,57,4.0
33,26,0,4,231,109.0,4,2,6.0,4,3,2.0,4,5,6.0,2,20,7.0,26,11,5.0,15,41,11.0,72,10,0.0,54,48,20.0,107,5,2.0,84,24,24.0,106,17,19.0,100,42,9.0,160,15,5.0,157,54,7.0,224,12,12.0,214,74,0.0
33,27,0,1,247,105.0,1,3,4.0,1,1,1.0,1,4,4.0,3,25,5.0,30,11,2.0,17,40,10.0,72,7,2.0,59,49,19.0,110,0,9.0,96,41,20.0,110,15,6.0,107,37,22.0,165,16,3.0,160,42,13.0,227,27,8.0,208,78,3.0
33,28,0,1,265,109.0,1,2,93.0,1,1,0.0,8,3,2.0,3,36,7.0,25,14,6.0,12,43,17.0,70,7,4.0,56,59,24.0,106,6,4.0,97,59,24.0,104,23,17.0,101,39,24.0,159,29,27.0,159,29,27.0,213,62,5.0,225,47,12.0
33,29,0,0,279,88.0,1,0,12.0,7,0,13.0,8,2,11.0,10,42,0.0,17,18,9.0,10,42,0.0,73,5,16.0,51,61,3.0,101,13,20.0,96,63,5.0,98,29,5.0,94,39,4.0,158,36,3.0,160,17,10.0,226,57,9.0,227,24,2.0
33,30,0,1,299,81.0,1,4,13.0,1,1,0.0,1,5,13.0,1,1,0.0,21,17,14.0,5,41,2.0,72,11,16.0,48,59,0.0,102,8,21.0,98,60,1.0,102,27,4.0,101,41,0.0,163,46,7.0,168,23,5.0,224,77,16.0,234,10,10.0
33,31,0,0,311,86.0,239,323,35.0,0,4,1.0,9,0,2.0,237,17,15.0,9,20,8.0,6,36,11.0,69,12,6.0,69,33,13.0,106,1,13.0,237,17,15.0,111,26,14.0,104,41,12.0,173,23,12.0,166,41,2.0,218,77,11.0,218,76,11.0
33,33,0,0,330,67.0,239,342,53.0,2,342,63.0,9,30,4.0,2,20,4.0,4,18,3.0,1,2,0.0,50,33,6.0,52,33,7.0,91,64,10.0,91,63,10.0,91,7,4.0,87,9,4.0,165,23,9.0,168,12,2.0,226,5,21.0,237,32,4.0
33,60,0,156,282,152.0,83,294,31.0,4,1,6.0,12,11,13.0,4,0,7.0,14,5,24.0,7,7,11.0,4,2,3.0,6,10,12.0,3,6,8.0,156,294,20.0,154,292,20.0,19,41,34.0,156,294,20.0,10,58,38.0,53,59,13.0,54,58,15.0
34,4,0,81,423,107.0,1,0,0.0,13,3,4.0,36,14,11.0,28,0,6.0,30,0,7.0,30,0,7.0,7,0,4.0,2,3,1.0,25,8,7.0,25,10,6.0,26,0,7.0,33,0,0.0,8,0,2.0,85,0,76.0,29,0,4.0,35,7,7.0
34,6,1,0,348,16.0,1,6,66.0,0,4,67.0,1,12,60.0,2,2,58.0,21,18,55.0,23,12,58.0,74,7,58.0,76,0,63.0,95,37,45.0,106,21,88.0,96,24,48.0,97,8,56.0,158,12,53.0,147,46,135.0,227,19,86.0,235,38,48.0
34,7,1,0,327,68.0,8,3,17.0,0,2,14.0,1,1,51.0,6,16,113.0,2,32,1.0,5,16,10.0,41,47,8.0,73,6,8.0,96,33,6.0,103,16,31.0,93,38,6.0,95,15,0.0,171,1,1.0,174,39,6.0,236,13,1.0,237,58,1.0
34,8,1,118,333,66.0,4,2,2.0,3,10,3.0,2,7,4.0,2,13,4.0,17,8,2.0,12,22,40.0,37,4,1.0,32,38,85.0,5,33,34.0,2,35,34.0,49,4,1.0,57,24,7.0,69,28,8.0,109,30,1.0,119,46,4.0,118,32,4.0
34,9,1,0,308,73.0,0,1,1.0,0,13,57.0,9,3,1.0,2,5,0.0,1,11,6.0,4,1,0.0,51,5,1.0,48,9,1.0,102,16,4.0,100,17,4.0,88,15,11.0,86,22,10.0,167,16,3.0,167,7,4.0,237,10,9.0,227,50,4.0
34,11,1,34,-9,96.0,205,3,24.0,32,3,0.0,61,286,25.0,203,270,0.0,29,296,30.0,18,307,27.0,17,260,29.0,9,257,27.0,56,232,29.0,79,305,25.0,52,293,25.0,60,286,24.0,129,287,22.0,122,267,8.0,203,302,32.0,189,267,6.0
34,12,1,0,234,71.0,8,1,3.0,0,9,125.0,91,46,3.0,2,37,0.0,3,26,0.0,13,47,3.0,47,5,1.0,43,24,0.0,92,24,4.0,94,26,8.0,92,33,3.0,90,44,3.0,164,32,5.0,163,14,17.0,237,57,5.0,223,9,31.0
34,13,1,6,219,80.0,6,0,0.0,6,5,0.0,4,2,13.0,135,46,0.0,3,24,3.0,18,47,0.0,45,6,6.0,43,9,6.0,91,16,3.0,6,10,10.0,87,26,2.0,90,42,4.0,153,17,8.0,155,21,5.0,225,1,12.0,227,1,12.0
34,14,1,0,207,109.0,8,2,4.0,164,3,21.0,0,36,17.0,222,13,14.0,11,20,25.0,19,37,24.0,56,7,27.0,53,13,29.0,98,5,25.0,100,7,26.0,95,18,24.0,99,39,24.0,156,6,32.0,163,19,25.0,232,12,18.0,211,32,17.0
34,15,1,0,206,106.0,0,5,9.0,0,1,1.0,0,0,0.0,10,6,14.0,11,7,15.0,32,32,10.0,58,3,23.0,66,34,11.0,97,12,88.0,84,21,85.0,89,6,21.0,95,30,16.0,153,24,4.0,160,17,6.0,218,8,12.0,226,15,21.0
34,16,1,13,184,170.0,4,2,31.0,4,0,17.0,12,10,56.0,10,25,63.0,3,13,69.0,21,39,69.0,45,3,83.0,60,43,68.0,88,8,69.0,87,5,68.0,83,14,78.0,90,39,69.0,146,10,67.0,148,32,70.0,205,25,47.0,213,36,75.0
34,17,1,13,168,182.0,3,1,2.0,0,2,66.0,6,9,59.0,5,23,66.0,11,14,80.0,25,41,73.0,53,3,74.0,56,31,80.0,91,15,74.0,85,8,76.0,86,17,80.0,90,38,79.0,145,4,72.0,145,33,80.0,205,11,68.0,206,48,82.0
34,18,1,17,155,121.0,3,1,2.0,1,4,73.0,8,9,2.0,9,22,0.0,8,8,12.0,22,41,8.0,49,8,12.0,60,47,1.0,86,20,69.0,94,40,10.0,80,13,14.0,87,36,12.0,144,2,3.0,137,22,9.0,201,1,10.0,185,43,3.0
34,19,1,14,147,134.0,1,1,3.0,4,1,3.0,2,5,6.0,2,19,11.0,14,3,18.0,25,40,11.0,55,18,118.0,59,48,6.0,86,29,56.0,97,43,6.0,83,10,20.0,89,33,16.0,143,2,16.0,135,16,13.0,202,9,20.0,182,21,6.0
34,20,1,18,139,160.0,1,2,20.0,4,18,30.0,3,3,18.0,3,18,30.0,13,2,47.0,24,39,33.0,49,18,38.0,59,47,28.0,77,30,29.0,93,42,26.0,85,9,42.0,88,30,37.0,139,9,42.0,136,17,38.0,196,17,44.0,190,11,40.0
34,21,1,25,132,139.0,1,1,2.0,1,6,123.0,3,4,2.0,2,18,4.0,12,1,16.0,23,37,9.0,47,18,16.0,59,43,1.0,76,29,13.0,91,38,2.0,78,8,16.0,81,29,15.0,134,10,14.0,132,15,18.0,183,21,18.0,180,0,77.0
34,22,1,29,129,153.0,3,2,9.0,2,2,1.0,3,3,1.0,1,17,7.0,11,3,23.0,22,32,8.0,45,18,23.0,56,39,1.0,77,27,15.0,98,36,23.0,74,2,24.0,77,25,14.0,123,8,27.0,124,13,20.0,170,13,24.0,175,6,91.0
34,23,1,28,122,181.0,3,0,3.0,3,20,27.0,1,3,20.0,2,19,25.0,13,1,39.0,26,32,32.0,45,13,37.0,59,33,24.0,78,21,28.0,74,24,35.0,79,1,37.0,82,23,35.0,119,15,14.0,128,14,30.0,158,0,49.0,168,7,52.0
34,24,1,33,114,180.0,1,0,1.0,4,2,7.0,3,3,7.0,0,18,23.0,11,2,33.0,22,32,26.0,41,10,29.0,52,34,20.0,74,17,33.0,65,25,25.0,71,3,36.0,74,24,30.0,114,12,19.0,119,18,29.0,158,18,116.0,164,16,34.0
34,25,1,36,105,184.0,2,0,1.0,1,20,14.0,2,3,8.0,1,18,16.0,12,3,30.0,20,30,27.0,43,10,19.0,51,34,16.0,73,15,4.0,70,33,21.0,72,6,35.0,72,25,30.0,117,7,24.0,113,21,30.0,158,11,119.0,159,24,31.0
34,26,1,38,94,198.0,2,0,0.0,0,18,18.0,2,4,11.0,0,18,18.0,12,0,28.0,20,34,27.0,44,9,42.0,50,38,23.0,77,17,25.0,70,31,35.0,70,5,42.0,72,26,41.0,115,3,28.0,111,21,37.0,154,4,134.0,149,29,45.0
34,27,1,40,87,189.0,3,0,1.0,2,19,8.0,2,5,7.0,2,19,8.0,11,1,26.0,18,35,9.0,41,11,27.0,47,40,9.0,69,20,25.0,75,37,5.0,64,8,28.0,67,29,17.0,107,1,18.0,106,17,12.0,149,2,120.0,145,22,13.0
34,28,1,40,85,184.0,1,0,0.0,1,16,4.0,2,2,2.0,1,15,5.0,12,4,18.0,19,31,4.0,38,16,14.0,48,38,4.0,62,25,10.0,74,35,0.0,64,4,16.0,66,24,11.0,106,2,6.0,103,15,3.0,147,4,113.0,144,12,121.0
34,29,1,44,79,186.0,3,0,2.0,1,22,3.0,2,3,2.0,2,17,1.0,12,2,8.0,17,30,3.0,38,17,11.0,47,37,3.0,58,24,9.0,71,35,1.0,63,5,9.0,66,25,5.0,104,6,5.0,103,14,5.0,140,6,170.0,134,3,21.0
34,30,1,48,77,186.0,3,0,2.0,4,16,5.0,2,3,1.0,1,17,3.0,10,2,6.0,17,28,1.0,37,17,5.0,47,33,0.0,59,24,7.0,70,30,1.0,61,2,7.0,62,21,5.0,100,1,18.0,100,14,5.0,139,9,170.0,130,5,4.0
34,31,1,48,77,196.0,1,0,3.0,2,16,6.0,1,2,6.0,2,14,7.0,11,6,12.0,18,24,9.0,37,17,15.0,47,29,5.0,61,24,12.0,70,28,9.0,62,2,14.0,63,18,11.0,98,11,47.0,100,9,8.0,136,17,76.0,135,6,42.0
34,32,1,48,72,196.0,1,0,0.0,2,17,5.0,0,3,6.0,2,16,6.0,13,4,13.0,19,24,7.0,37,13,12.0,43,26,8.0,61,20,7.0,54,19,7.0,60,3,12.0,63,16,11.0,95,10,50.0,100,11,12.0,132,4,50.0,136,10,38.0
34,33,1,51,66,204.0,2,0,0.0,1,16,8.0,1,2,4.0,1,15,8.0,11,1,17.0,18,25,13.0,36,10,19.0,44,27,14.0,61,17,19.0,55,20,15.0,56,0,20.0,59,17,17.0,95,4,58.0,96,12,24.0,131,7,86.0,134,14,36.0
34,34,1,55,57,212.0,3,0,2.0,1,17,17.0,3,4,11.0,2,16,18.0,9,0,22.0,15,27,18.0,36,10,23.0,40,29,19.0,57,15,26.0,55,8,28.0,54,3,25.0,56,21,21.0,92,2,68.0,93,18,54.0,127,1,101.0,125,19,32.0
34,35,1,52,51,212.0,1,0,1.0,1,14,14.0,0,3,7.0,1,15,13.0,13,2,23.0,18,27,15.0,39,13,22.0,45,31,17.0,61,18,25.0,65,28,17.0,60,2,25.0,62,20,21.0,95,1,67.0,98,14,66.0,127,1,110.0,126,17,56.0
34,36,1,53,48,201.0,4,2,2.0,0,13,2.0,0,0,0.0,0,12,4.0,12,5,12.0,15,25,7.0,35,13,14.0,41,31,3.0,49,19,14.0,62,29,3.0,55,1,7.0,58,19,5.0,87,2,53.0,87,9,55.0,122,3,101.0,113,2,86.0
34,37,1,55,43,201.0,3,1,2.0,1,14,4.0,2,2,3.0,2,14,3.0,11,3,8.0,15,25,2.0,33,8,11.0,40,32,2.0,51,7,10.0,61,30,3.0,55,2,9.0,57,19,5.0,85,2,50.0,85,13,51.0,112,2,95.0,111,8,85.0
34,38,1,57,42,193.0,1,3,1.0,81,2,35.0,0,0,0.0,1,13,8.0,11,2,1.0,16,23,12.0,32,7,1.0,41,29,8.0,53,2,0.0,61,25,10.0,53,1,0.0,57,15,8.0,86,3,42.0,86,10,47.0,118,7,96.0,111,9,85.0
34,39,1,59,37,193.0,3,2,5.0,4,18,29.0,2,4,9.0,0,16,18.0,9,1,0.0,17,25,11.0,32,7,6.0,40,28,11.0,48,3,2.0,61,24,10.0,51,2,0.0,55,16,7.0,81,3,34.0,80,12,38.0,100,12,52.0,99,7,55.0
34,40,1,58,37,194.0,1,1,3.0,1,15,20.0,0,2,4.0,1,13,18.0,10,1,2.0,17,21,12.0,28,11,7.0,41,23,10.0,48,22,3.0,55,18,9.0,51,0,2.0,53,14,9.0,81,6,33.0,82,7,39.0,108,10,90.0,104,3,71.0
34,41,1,59,42,210.0,2,1,8.0,3,6,1.0,1,6,18.0,0,3,5.0,12,8,20.0,16,12,3.0,35,14,24.0,40,14,3.0,18,46,34.0,51,7,5.0,53,7,11.0,54,5,6.0,80,12,53.0,81,0,57.0,111,17,115.0,111,6,114.0
34,44,1,65,5,198.0,9,16,7.0,8,12,5.0,4,24,11.0,52,27,0.0,12,32,3.0,12,10,0.0,33,35,9.0,32,34,7.0,50,32,9.0,48,32,7.0,50,20,12.0,46,3,0.0,77,10,182.0,74,13,64.0,94,13,49.0,56,16,74.0
35,3,1,64,38,196.0,2,3,8.0,3,1,4.0,2,4,9.0,3,6,10.0,11,4,10.0,10,12,11.0,32,9,11.0,30,20,1.0,48,11,17.0,48,13,18.0,51,2,2.0,50,15,10.0,74,5,36.0,75,17,34.0,87,6,52.0,91,16,47.0
35,4,1,62,59,206.0,2,3,6.0,3,2,2.0,0,5,15.0,7,8,1.0,15,4,1.0,7,19,5.0,35,7,5.0,26,30,20.0,54,10,12.0,48,28,16.0,52,4,5.0,48,21,11.0,78,7,58.0,75,23,43.0,98,17,73.0,96,33,61.0
35,5,1,59,68,197.0,2,3,0.0,3,2,0.0,1,5,3.0,6,8,4.0,15,7,0.0,10,21,3.0,36,13,5.0,35,33,5.0,53,14,5.0,59,34,6.0,58,3,1.0,55,20,3.0,87,8,1.0,85,21,51.0,112,16,1.0,103,25,51.0
35,6,1,53,83,188.0,3,3,2.0,4,2,1.0,1,6,4.0,7,10,2.0,15,5,3.0,9,22,6.0,41,9,3.0,34,32,6.0,61,8,6.0,55,24,8.0,63,3,2.0,60,23,7.0,100,4,1.0,99,23,43.0,132,10,21.0,132,23,67.0
35,7,1,50,90,187.0,2,3,2.0,3,2,0.0,0,6,6.0,6,9,3.0,19,5,5.0,11,24,3.0,44,10,3.0,35,35,3.0,66,9,5.0,59,33,5.0,64,4,2.0,60,23,5.0,101,6,0.0,98,27,43.0,134,16,8.0,134,30,70.0
35,8,1,48,97,185.0,2,2,2.0,4,3,1.0,1,4,5.0,6,11,0.0,20,4,5.0,11,26,1.0,44,10,7.0,36,40,2.0,64,13,8.0,61,42,6.0,65,8,1.0,61,26,2.0,99,15,4.0,98,29,36.0,134,24,5.0,133,36,66.0
35,9,1,49,101,184.0,3,3,0.0,5,3,2.0,2,5,2.0,8,11,1.0,19,5,2.0,9,27,3.0,42,11,3.0,34,41,4.0,57,15,6.0,60,46,4.0,65,9,0.0,60,28,4.0,100,16,0.0,98,26,23.0,134,27,18.0,138,29,28.0
35,10,1,48,102,180.0,3,3,0.0,5,2,0.0,2,9,1.0,9,11,3.0,17,5,4.0,9,26,1.0,41,11,4.0,37,41,5.0,59,17,7.0,66,42,7.0,66,4,2.0,62,24,1.0,103,10,7.0,103,24,13.0,137,14,0.0,138,26,24.0
35,11,1,41,102,170.0,3,4,4.0,5,3,0.0,3,8,11.0,8,12,10.0,18,7,12.0,12,25,2.0,45,12,12.0,43,34,8.0,68,16,15.0,71,30,10.0,69,1,9.0,66,21,6.0,112,0,13.0,113,24,7.0,155,5,99.0,150,26,7.0
35,12,1,37,106,163.0,3,3,6.0,4,3,1.0,1,5,19.0,8,13,6.0,18,5,16.0,13,26,4.0,46,10,18.0,44,32,5.0,73,13,20.0,69,19,5.0,73,1,10.0,70,22,6.0,114,3,12.0,117,27,3.0,156,8,94.0,154,29,3.0
35,13,1,36,114,165.0,3,2,3.0,5,4,6.0,0,4,12.0,8,14,7.0,19,3,1.0,12,28,14.0,47,6,15.0,43,34,19.0,74,8,17.0,66,16,19.0,72,2,2.0,70,25,10.0,116,2,5.0,117,31,8.0,156,7,17.0,156,38,8.0
35,14,1,36,123,154.0,3,4,17.0,5,3,0.0,3,8,34.0,9,12,1.0,21,4,25.0,12,28,3.0,50,7,30.0,43,37,12.0,79,9,42.0,68,25,12.0,75,4,7.0,71,29,8.0,118,7,7.0,118,35,2.0,159,13,7.0,153,45,17.0
35,15,1,33,134,155.0,3,3,4.0,5,3,5.0,1,6,13.0,8,12,1.0,24,2,12.0,11,30,3.0,53,7,26.0,42,45,11.0,83,9,27.0,71,45,18.0,76,8,3.0,72,30,9.0,121,14,5.0,119,35,12.0,159,22,2.0,162,40,88.0
35,16,1,31,143,147.0,3,4,7.0,6,2,1.0,0,10,44.0,9,12,1.0,23,2,16.0,10,31,2.0,50,7,16.0,40,52,9.0,71,14,17.0,70,61,8.0,78,13,6.0,72,35,5.0,123,20,4.0,120,31,15.0,165,33,5.0,165,38,48.0
35,17,1,30,151,146.0,3,4,3.0,6,2,4.0,7,6,2.0,11,13,2.0,23,0,6.0,9,34,14.0,51,7,11.0,40,56,19.0,66,16,11.0,72,65,11.0,80,15,3.0,75,37,9.0,126,25,7.0,125,32,16.0,170,39,38.0,177,32,90.0
